State,County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM2.5,Drinking_water_violations,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Long_commute_driving_alone
North Carolina,Scotland,747,28,5.1,5.3,14,27,41,6,34,56,12,342,44,3511,19,10,67,5740,56,38,19127,4133,1373,46,78020,3713,39,243,169,7.5,No,21,83,11923
North Carolina,Stanly,1076,20,4.1,4.8,9,22,36,8,28,69,11,282,24,7153,23,20,142,5526,47,52,37663,8664,1873,19,100225,3166,106,132,323,8.5,Yes,14,84,28148
North Carolina,Stokes,848,20,4.3,5,9,23,34,7.7,28,49,8,112,18,4374,11,7,24,4722,45,50,28684,4906,1353,19,89033,2388,40,101,265,8.3,No,12,89,20650
North Carolina,Surry,1339,22,4.5,5,9,23,36,7.4,29,41,18,196,27,9396,37,29,91,4924,46,52,40696,9070,2236,20,93610,3615,97,126,414,8.2,No,13,85,30955
North Carolina,Swain,377,25,5,5.5,8,26,36,7.4,31,96,0,103,47,2529,11,12,47,3969,24,43,8149,1838,588,21,94690,1273,13,27,88,7.7,No,12,85,5771
North Carolina,Transylvania,465,18,3.9,4.7,9,20,32,7.7,26,86,2,91,19,3625,26,14,96,1784,44,55,23695,4036,868,21,97887,1676,61,44,181,6.8,No,13,81,13617
North Carolina,Tyrrell,67,27,4.8,4.9,5,25,39,6.9,35,65,0,14,35,416,,0,,4477,41,44,2336,278,121,29,78991,133,6,9,23,6,No,17,79,1476
North Carolina,Union,2212,17,3.5,4.2,8,18,31,8.3,24,62,29,1083,11,23543,167,72,311,4688,47,53,135354,37994,7247,8,156196,9830,194,417,601,8.7,Yes,11,79,114810
North Carolina,Vance,936,27,4.8,5,12,24,41,7.3,36,69,12,503,42,5118,17,24,96,4365,40,47,25068,5138,1731,30,83180,4575,63,259,254,8.1,Yes,20,81,18412
North Carolina,Wake,8315,14,3.1,3.8,8,13,28,8.4,20,88,92,6369,11,97433,970,814,3799,3175,47,59,683635,263642,37598,8,160029,53956,1098,678,2601,10,Yes,13,76,571037
North Carolina,Warren,397,27,4.8,5,11,25,42,7.8,34,14,8,129,26,2322,1,4,14,4912,42,46,12156,1926,641,33,83141,1892,23,40,110,7.8,No,15,82,7260
North Carolina,Washington,235,26,4.7,5,12,24,41,7.5,34,63,2,81,42,1196,4,2,11,3614,42,45,6922,1056,358,38,69461,1327,23,36,53,6.4,No,22,78,4194
North Carolina,Watauga,476,19,4.2,4.8,8,19,32,7.6,26,87,7,188,4,5399,49,40,240,2166,44,55,29617,8709,1736,13,102184,1229,79,64,156,6.8,No,21,75,25929
North Carolina,Wayne,2196,24,4.4,4.8,9,21,35,6.8,31,39,24,928,31,15268,59,70,275,4492,46,46,70480,19086,3278,23,92506,9441,165,497,525,7.6,Yes,15,81,54802
North Carolina,Wilkes,1268,22,4.5,5,10,23,33,7.3,30,65,11,187,37,8605,28,25,141,3656,48,53,40161,8504,1939,20,85181,3068,96,144,355,8,No,13,82,29212
North Carolina,Wilson,1441,25,4.5,4.9,12,23,39,7.5,35,67,19,882,30,10451,36,32,155,5766,47,53,45342,10218,3062,33,91576,6726,86,321,351,7.7,No,17,82,34618
North Carolina,Yadkin,645,22,4.4,4.9,9,22,35,7.5,29,27,8,78,27,4551,11,8,34,5147,49,52,22809,4849,1231,17,89602,1637,52,92,180,8.6,No,12,84,16352
North Carolina,Yancey,341,21,4.3,5,9,22,34,7.6,29,100,3,31,31,2069,11,6,38,2564,41,40,11548,1997,540,22,85523,831,16,8,92,6.5,No,13,83,7311
North Dakota,,8506,13,3.1,3.7,7,17,36,8.9,28,64,221,3880,18,45186,592,516,1620,3553,53,50,463217,151385,20837,11,122487,33708,1208,1932,2749,6.4,,12,81,401160
North Dakota,Adams,,14,3.3,3.5,,18,34,9.4,29,2,0,,,149,9,1,2,3013,46,55,1501,271,38,11,109197,66,3,2,10,5.3,No,11,65,1108
North Dakota,Barnes,178,15,3.3,3.5,6,18,38,8.9,28,48,4,39,11,526,11,8,9,3741,57,56,7077,1688,200,11,106481,394,20,20,49,6.6,No,10,80,5593
North Dakota,Benson,164,26,5.3,4.7,8,29,42,6.4,39,49,10,96,84,635,,1,4,4739,49,37,3427,790,157,35,98167,1266,3,2,50,6.7,No,15,72,2208
North Dakota,Billings,,15,3.2,3.3,,17,36,8,28,28,1,0,,64,0,0,0,,50,38,587,158,16,14,126500,0,0,1,,4.4,No,12,73,439
North Dakota,Bottineau,91,15,3.3,3.5,5,18,34,8.5,30,57,7,21,13,383,2,2,1,2385,54,35,4195,956,159,11,124267,187,16,6,30,6.2,Yes,8,75,3077
North Dakota,Bowman,,15,3.3,3.5,7,18,36,9.8,28,62,1,0,24,236,1,5,,4728,45,15,1887,479,55,12,119500,109,5,4,,5.2,No,9,78,1536
North Dakota,Burke,,15,3.3,3.5,,18,38,8.6,29,28,1,,27,113,,0,,2634,56,36,1433,387,54,10,147167,94,5,2,,2.8,No,7,73,1053
North Dakota,Burleigh,953,13,3.1,3.3,6,17,32,9.5,26,70,9,437,17,4333,103,83,274,3942,57,59,60872,20387,2202,9,132192,4945,150,230,275,8.6,No,10,83,49701
North Dakota,Cass,1619,13,3.1,3.3,7,16,34,9.4,23,81,19,1008,12,9575,186,148,575,3490,58,58,108535,44272,4592,9,125049,6975,192,524,506,7.1,No,12,82,104272
North Dakota,Cavalier,,15,3.4,3.5,10,18,35,9,28,61,1,5,19,173,1,0,2,3485,63,58,2521,541,66,12,118441,128,5,3,18,6.7,No,6,73,1853
North Dakota,Dickey,,14,3.1,3.4,5,17,34,9.9,25,42,4,,9,295,4,3,1,2904,50,51,3031,753,77,12,115171,179,13,4,18,6.6,No,7,69,2426
North Dakota,Divide,,16,3.6,3.7,5,20,37,9.1,31,53,1,,,170,,0,1,3181,47,24,1534,282,45,12,124167,70,7,0,,5.3,No,11,78,1043
North Dakota,Dunn,52,16,3.3,3.4,5,18,38,8.7,31,32,4,7,24,426,,,,1174,49,33,2729,681,141,14,140526,256,3,9,22,5.1,No,8,79,2023
North Dakota,Eddy,,16,3.5,3.6,7,18,35,8.3,31,62,2,,,144,,3,,5426,59,28,1470,353,57,15,97375,57,3,4,12,6.4,No,12,68,1122
North Dakota,Emmons,,16,3.6,3.7,5,19,36,8.3,32,1,1,,,268,2,1,1,6796,43,31,2139,459,74,19,99842,28,3,2,22,6.1,No,8,72,1455
North Dakota,Foster,,15,3.3,3.5,5,18,35,9.3,28,68,,4,,158,2,4,2,3678,61,46,2110,615,54,9,119000,47,8,1,17,6.4,No,6,81,1751
North Dakota,Golden Valley,,15,3.3,3.5,,18,36,6.4,29,,2,8,,115,0,0,8,1816,36,25,1242,257,27,16,116435,57,3,2,,5.1,No,12,79,969
North Dakota,Grand Forks,709,15,3.4,3.5,7,16,36,8.4,27,77,10,433,11,3661,84,61,251,2812,52,58,39810,15232,1699,11,108106,3096,80,170,214,7.5,No,18,82,38778
North Dakota,Grant,,17,3.7,3.8,5,21,38,8,32,30,1,,,210,,1,5,6438,45,27,1557,338,33,27,103429,50,0,2,11,5.6,No,10,67,1049
North Dakota,Griggs,,16,3.4,3.6,,18,37,9.1,29,43,2,,,118,1,1,,3849,53,35,1558,291,31,12,106917,97,10,1,12,6.4,No,6,70,1152
North Dakota,Hettinger,,17,3.7,3.9,8,21,38,7,32,,0,14,,213,,1,,6665,44,31,1654,332,55,18,117640,59,3,1,,5.5,No,10,79,1141
North Dakota,Kidder,,18,3.8,3.7,8,20,40,5.8,35,7,1,0,,189,,0,,5929,44,51,1557,248,66,20,101241,52,3,2,,6.3,No,7,67,1101
North Dakota,LaMoure,,16,3.6,3.7,4,19,38,7.6,31,49,2,,,317,1,,1,3496,57,52,2597,581,54,12,117625,98,7,2,16,6.5,No,8,71,2114
North Dakota,Logan,,16,3.4,3.6,,20,34,7.5,31,2,1,,,182,0,0,,2017,53,42,1136,246,27,22,103167,15,3,1,10,6.1,No,9,66,870
North Dakota,McHenry,72,14,3.3,3.5,4,18,35,8.1,30,25,2,11,,385,,,,2329,55,50,3714,997,169,16,121444,165,8,3,34,6.2,No,7,74,2802
North Dakota,McIntosh,,18,3.7,3.8,10,20,38,9.1,32,34,0,,,171,2,0,,5998,39,21,1652,315,36,15,93556,39,6,2,18,6,No,9,76,1352
North Dakota,McKenzie,154,16,3.5,3.5,7,19,39,8.1,29,36,16,64,28,1220,3,5,3,1149,43,26,7590,2443,708,8,144000,789,15,46,66,5.3,No,13,80,6876
North Dakota,McLean,146,15,3.4,3.6,6,19,38,8.6,29,27,6,23,19,651,2,2,1,2005,56,44,6372,1382,216,11,121929,325,15,10,45,6.4,No,8,78,4527
North Dakota,Mercer,96,15,3.3,3.5,6,18,35,9.5,30,65,5,17,13,335,6,7,7,3087,52,22,5394,1344,208,8,136417,303,18,11,33,5.5,No,7,87,4084
North Dakota,Morton,388,14,3.2,3.4,6,18,36,9.5,28,71,9,141,26,1635,14,9,11,5022,57,55,20048,6399,850,9,130447,1077,40,67,105,7,No,10,85,17497
North Dakota,Mountrail,196,18,3.8,3.7,6,21,43,9.5,32,71,13,81,45,1337,4,6,6,3874,41,33,5910,1796,354,15,137232,708,12,17,71,5.6,No,10,75,4848
North Dakota,Nelson,,15,3.4,3.5,,18,38,6.7,28,33,1,7,,169,,0,,2537,53,52,2040,454,63,12,96958,76,7,4,12,6.5,No,8,72,1409
North Dakota,Oliver,,15,3.3,3.5,,18,37,8,28,38,3,,,118,0,0,,,69,37,1266,282,46,20,132205,122,3,1,,6.4,No,10,81,848
North Dakota,Pembina,87,15,3.4,3.5,7,19,38,9.1,28,58,2,12,13,426,2,3,2,4773,50,23,4519,994,196,8,114700,176,20,6,32,7.2,No,5,76,3352
North Dakota,Pierce,,17,3.7,3.7,10,20,40,8.7,30,69,1,5,,192,3,4,1,6164,58,25,2767,624,73,12,106435,167,5,6,18,6.4,No,16,88,1900
North Dakota,Ramsey,175,16,3.5,3.6,8,18,38,8.6,29,64,3,55,33,647,11,11,50,2593,56,43,7169,1938,256,17,106919,584,16,17,49,6.7,No,9,73,6155
North Dakota,Ransom,,15,3.4,3.6,5,19,35,9.7,30,64,2,13,10,269,2,4,2,3900,57,43,3408,643,118,11,107045,106,17,7,35,6.7,No,6,79,2673
North Dakota,Renville,,14,3.2,3.5,,17,40,8.9,28,48,1,7,,123,,1,1,1488,51,57,1515,316,60,7,125643,71,0,2,,5.3,No,8,76,1140
North Dakota,Richland,192,15,3.5,3.6,6,18,35,9.2,28,54,5,58,8,857,8,11,3,3462,57,59,9678,2571,332,11,112128,576,35,21,51,7,No,9,81,8271
North Dakota,Rolette,288,28,5.5,4.8,8,31,48,7.3,38,43,15,160,53,1657,8,11,18,8819,23,36,7379,2298,637,27,99447,2095,8,6,85,6.6,No,14,85,5134
North Dakota,Sargent,,14,3.2,3.4,6,18,36,10,29,59,4,6,,215,,0,,3577,59,42,2696,600,121,10,107852,212,7,4,13,6.7,No,5,74,2113
North Dakota,Sheridan,,18,3.8,3.9,,21,37,6.5,33,39,0,,,107,0,0,,2199,62,36,861,133,41,28,92200,34,5,2,,6.1,No,11,62,560
North Dakota,Sioux,108,33,6.3,5.2,8,34,49,4.9,43,21,3,89,59,460,,2,4,5015,16,28,2007,455,47,33,93778,895,0,1,42,5.9,No,22,71,1320
North Dakota,Slope,,15,3.3,3.4,,18,37,7.7,29,4,2,,,64,0,0,0,,38,,528,112,12,23,118167,9,0,0,,5.1,No,5,55,363
North Dakota,Stark,270,16,3.3,3.5,7,19,38,9.2,30,41,9,122,26,1759,19,14,59,3128,52,51,18645,5785,1308,9,129813,861,31,47,105,5.7,No,12,79,15816
North Dakota,Steele,,13,3,3.3,,16,35,9.1,25,33,0,,,66,0,0,,3550,64,57,1251,271,28,13,128500,29,0,1,,6.5,No,6,76,902
North Dakota,Stutsman,261,15,3.5,3.6,7,19,35,8.8,32,73,4,78,16,1014,19,15,86,1683,59,57,13192,3377,364,11,98784,1040,30,60,92,6.6,No,10,80,10442
North Dakota,Towner,,17,3.7,3.7,6,20,38,8.8,32,53,0,4,,173,,0,7,3139,42,17,1412,296,32,17,103768,50,4,,12,6.5,No,7,66,1033
North Dakota,Traill,99,14,3.1,3.4,6,17,38,9.8,27,54,2,30,10,374,3,2,1,2137,58,46,5129,1366,162,8,119500,245,21,8,34,7,No,9,79,4015
North Dakota,Walsh,151,18,3.7,3.6,7,18,40,9.2,33,41,5,16,23,794,4,7,3,5301,51,41,6524,1334,233,12,104968,304,18,18,39,7.1,No,8,84,5285
North Dakota,Ward,664,15,3.2,3.3,6,18,38,9,28,73,10,542,21,4236,50,53,165,2642,53,56,41092,14402,1899,9,124275,2272,87,181,236,5.8,No,14,81,38134
North Dakota,Wells,,15,3.4,3.6,7,18,36,8.7,29,,0,,,194,4,5,,2926,56,47,2619,495,84,14,103615,98,13,6,13,6.4,No,7,67,1875
North Dakota,Williams,372,15,3.2,3.3,5,18,38,9.5,30,73,14,237,32,2885,21,21,51,2672,39,33,20681,7366,2205,9,150973,1955,47,130,135,6.1,Yes,11,85,18600
Ohio,,177010,18,4.2,5.2,9,22,35,6.8,28,77,1875,65393,21,741409,9056,7466,33813,4338,45,51,7276196,1933050,468803,17,113203,694699,12767,33954,55929,9,,13,82,5496532
Ohio,Adams,592,26,5.4,6.1,9,30,40,6,36,23,11,67,38,2132,12,10,46,5753,35,39,15655,3047,1013,29,88297,1816,20,24,168,8.6,No,17,81,10230
Ohio,Allen,1604,20,4.5,5.4,10,23,39,7.9,34,74,21,653,27,5966,70,59,248,5078,42,49,62643,15288,4122,18,95347,7699,168,407,445,8.1,No,13,85,46765
Ohio,Ashland,753,20,4.5,5.4,6,24,34,8,31,54,14,110,17,4419,23,22,126,4681,46,46,32152,6530,1709,16,98598,2443,100,54,172,8.9,No,12,82,25399
Ohio,Ashtabula,1796,25,5.1,5.7,8,27,43,6.7,35,63,27,369,28,7386,29,36,190,5467,41,47,58968,10700,3645,24,89846,5102,122,82,509,8.8,Yes,15,84,39579
Ohio,Athens,789,22,5,5.7,8,25,34,6,32,72,8,526,7,4271,46,16,366,3469,40,49,33663,9830,1993,21,91332,2049,54,72,205,6.9,Yes,22,71,28372
Ohio,Auglaize,596,17,4.2,5.2,7,22,39,8.6,28,72,1,115,20,2180,17,15,24,4106,41,49,28958,6740,1701,7,112702,1992,69,23,131,9.6,No,10,87,22908
Ohio,Belmont,1198,21,4.5,5.4,8,26,37,7.4,34,39,13,187,25,3694,24,29,146,6603,41,43,45362,9670,2918,18,97947,2952,95,81,304,7.8,No,8,89,28587
Ohio,Brown,833,21,4.7,5.6,8,24,37,7.6,32,38,6,114,30,2887,10,8,71,5012,36,45,26733,5358,1601,18,102748,1920,28,29,254,9.2,No,12,80,18950
Ohio,Butler,5419,19,4.2,5,8,22,34,7.6,28,81,39,1528,16,24275,210,201,1012,4730,43,54,224696,58807,14048,12,128986,19767,312,973,1909,10.9,No,13,83,181791
Ohio,Carroll,443,20,4.5,5.5,8,24,37,8.1,30,17,9,37,22,1763,6,9,16,3838,37,46,17458,2474,1136,16,97277,1068,38,,127,8.8,No,9,80,11696
Ohio,Champaign,597,19,4.4,5.4,7,24,38,8.3,29,51,9,116,24,2106,8,13,42,5109,42,46,24564,4293,1421,13,102444,2167,46,41,173,9.5,No,9,81,17470
Ohio,Clark,2676,22,4.7,5.5,9,25,41,7.2,31,80,21,808,32,8896,59,78,236,5100,41,48,81872,16987,5116,21,97339,9318,140,485,849,10.4,No,13,81,59000
Ohio,Clermont,2967,18,4.1,5.1,7,23,36,7.6,29,67,27,594,19,12006,137,89,236,4486,42,52,127754,34072,7284,11,129995,9528,149,224,869,10,No,12,83,101626
Ohio,Clinton,756,21,4.7,5.6,8,26,40,6.6,33,40,7,128,29,2382,27,13,128,4683,40,48,25566,5995,1479,15,101841,2445,41,33,230,9.2,No,12,84,19052
Ohio,Columbiana,1878,21,4.7,5.5,7,25,38,7.4,33,63,15,244,27,6206,37,27,118,5279,41,49,65962,12160,4452,19,91648,4983,159,46,499,9.2,Yes,12,84,44754
Ohio,Coshocton,627,22,4.9,5.8,7,27,39,7.7,34,51,16,111,27,3060,12,12,36,4361,41,44,21745,4306,1258,22,87719,2109,41,39,152,8.8,No,12,76,15505
Ohio,Crawford,794,21,4.8,5.6,8,26,39,6.5,31,64,5,151,35,2476,14,25,56,4071,43,42,26574,5207,1749,18,88477,2596,77,57,186,9,No,12,86,18505
Ohio,Cuyahoga,19472,20,4.3,5,11,22,37,7.8,29,94,177,11751,22,71497,1419,1332,5393,5050,46,51,791874,222675,61697,20,108788,98019,1122,6940,6640,11.1,No,17,77,582120
Ohio,Darke,785,20,4.5,5.4,5,24,37,8.1,31,44,13,120,24,3321,24,21,38,3019,44,46,31810,6258,1743,13,99348,2356,86,56,285,9.7,No,10,83,24523
Ohio,Defiance,528,19,4.3,5.1,7,21,39,8.1,30,66,8,134,21,2059,19,17,91,5468,50,49,23838,5455,1471,13,106616,2429,58,46,142,9,Yes,9,86,18748
Ohio,Delaware,1535,13,3.2,4.3,6,15,30,8.9,21,90,21,474,5,8122,304,128,290,2459,53,59,130626,43480,5957,3,197491,6023,175,164,494,9.7,No,9,81,104341
Ohio,Erie,1262,20,4.3,5.2,8,23,40,7.6,29,82,13,390,22,4258,60,48,198,5404,46,48,49319,10641,3826,15,109406,4186,93,82,382,9,No,11,85,35010
Ohio,Fairfield,1985,18,4,5,8,21,38,8.1,29,80,31,597,16,8893,90,75,235,4226,45,51,98808,26526,5198,8,130196,7309,161,234,572,9.5,No,12,83,74339
Ohio,Fayette,575,23,4.9,5.7,7,27,42,7.4,35,50,10,67,36,1957,9,16,37,3860,42,45,16441,3317,1032,20,96519,1770,29,62,138,8.9,No,12,88,12098
Ohio,Franklin,16873,18,4.1,4.9,9,20,36,7.7,28,91,163,10302,21,100068,1367,1219,4750,3558,49,53,795891,297415,52518,20,121200,92097,1233,5136,6013,9.3,No,16,79,670807
Ohio,Fulton,589,19,4.2,5.1,7,21,38,8.2,30,46,9,105,19,2540,14,19,61,1675,49,55,26742,6024,1740,10,108745,1882,61,41,180,9.1,Yes,10,87,20105
Ohio,Gallia,669,23,4.9,5.7,10,27,42,6.7,35,44,9,68,30,2250,27,10,125,5654,39,49,17729,4086,976,22,97302,1459,40,41,194,8.5,No,15,88,12116
Ohio,Geauga,944,16,3.8,4.9,6,19,35,8.8,26,68,16,161,6,7271,65,45,230,3198,48,54,58265,12211,3119,6,157268,1961,90,34,308,9.2,No,12,77,46844
Ohio,Greene,2087,17,3.9,4.9,7,19,37,7.9,26,76,26,773,12,9227,159,152,521,4009,40,47,106571,32600,5303,10,135690,7310,166,198,648,8.6,No,12,82,79054
Ohio,Guernsey,742,22,5,5.8,8,26,38,6.3,32,42,11,137,30,2717,15,20,89,4606,46,43,23163,4353,1588,24,89176,2003,61,,179,8.5,No,14,84,16628
Ohio,Hamilton,11698,18,4.1,5,10,20,34,7.6,28,94,110,7126,23,51666,911,618,3554,4144,49,55,506630,160879,32306,17,123725,65496,860,3579,4024,12.2,No,16,78,401680
Ohio,Hancock,1016,18,4.1,5,8,21,32,8.2,27,72,8,253,19,3916,39,37,147,3455,38,56,48517,13483,2860,11,110601,3259,94,113,305,9.1,No,9,83,37064
Ohio,Hardin,495,21,4.7,5.6,7,25,39,7.8,31,56,7,91,22,1905,10,7,20,5465,38,48,17397,3153,1138,19,96204,1418,37,31,135,9.2,No,12,80,13925
Ohio,Harrison,278,22,4.8,5.7,6,28,37,7.4,33,16,7,32,29,1015,4,2,3,5989,37,38,9598,1568,621,19,88202,631,25,22,64,8.3,No,12,84,5974
Ohio,Henry,367,19,4.2,5.1,7,22,36,8.5,27,37,10,67,16,1517,11,12,35,2908,50,59,17510,4012,1065,11,105766,1169,42,29,119,9,Yes,8,86,13017
Ohio,Highland,759,23,5.1,5.9,8,29,41,7.3,34,26,11,91,32,3374,13,17,48,4788,35,44,24836,4350,1516,22,97589,1565,53,40,216,8.9,No,14,82,18099
Ohio,Hocking,519,22,4.7,5.6,7,26,37,7.4,33,74,4,112,28,1721,16,6,63,4360,41,48,17671,3590,959,19,101699,1538,25,31,145,8.4,No,11,83,12505
Ohio,Holmes,427,25,5.2,6,4,29,36,8.6,34,26,1,25,11,8847,11,15,7,1312,43,45,14564,1963,814,12,116686,851,50,9,91,9,No,14,50,19634
Ohio,Huron,946,21,4.7,5.5,7,24,36,7.6,32,62,14,173,24,4213,27,20,80,4831,43,50,35395,7679,2626,15,99845,3883,69,,303,8.9,Yes,11,85,26875
Ohio,Jackson,778,24,5.1,5.9,8,26,41,7.1,34,45,11,55,42,2218,13,12,62,3222,35,45,19262,4131,1149,22,88739,1606,37,48,181,8.3,No,14,85,13505
Ohio,Jefferson,1333,22,4.8,5.6,8,26,38,6.6,34,59,6,219,23,3833,26,34,150,5555,35,45,43064,8616,2775,21,92788,3561,123,54,342,8.9,Yes,11,82,27652
Ohio,Knox,841,18,4.4,5.3,7,22,37,7.7,28,56,18,154,18,4173,22,26,142,4919,36,43,37249,8303,1929,15,102442,2921,82,69,222,9,No,13,80,28570
Ohio,Lake,3261,17,4,4.9,7,21,34,8,26,86,32,705,12,13520,102,158,573,4185,46,53,153540,37330,10136,11,117651,10970,199,361,1171,7,No,10,84,114668
Ohio,Lawrence,1354,24,4.9,5.8,9,27,40,7,35,39,3,175,34,3684,25,19,309,6545,36,48,37001,7467,2024,29,86515,3500,52,98,366,6.4,No,13,88,23875
Ohio,Licking,2483,18,4.2,5.2,8,22,35,7.6,30,68,36,709,18,10388,75,65,255,4427,47,52,109991,28929,5935,12,126581,8219,177,144,704,9.6,No,11,82,83430
Ohio,Logan,743,19,4.4,5.4,7,24,38,8.2,31,57,13,137,30,2677,21,17,54,4138,42,48,28957,5689,1892,14,106280,2048,57,45,238,9.3,No,12,84,20643
Ohio,Lorain,4506,20,4.3,5.1,8,22,39,7.8,31,85,53,1625,21,18632,167,151,595,5085,44,52,193067,47984,14728,16,113537,19420,296,380,1552,8.2,No,13,83,140838
Ohio,Lucas,7567,22,4.6,5.3,10,24,37,7.2,32,92,77,3445,28,28110,397,319,1617,5108,47,51,262797,73387,21679,27,102053,34388,411,3404,2361,8.9,No,15,83,194428
Ohio,Madison,603,20,4.3,5.2,7,23,39,7.8,30,46,8,100,20,2604,15,12,30,3220,48,51,27813,6028,1236,12,118536,2191,41,32,183,9.5,No,10,84,19167
Ohio,Mahoning,4117,22,4.6,5.3,11,24,40,6.4,33,69,34,1177,24,13311,247,166,943,4572,42,49,149050,32296,10298,23,95441,15653,291,633,1221,8.2,Yes,13,83,101665
Ohio,Marion,1205,23,4.8,5.6,8,28,38,6.6,34,67,15,280,39,3632,17,37,130,6177,46,51,41531,7982,2160,19,94044,4162,82,141,364,9.2,No,13,83,26090
Ohio,Medina,1974,15,3.7,4.8,7,18,33,8.7,25,87,20,387,8,8465,114,99,266,3408,48,55,119043,30496,7124,6,139147,6090,156,101,597,8,No,10,86,93066
Ohio,Meigs,482,23,5.1,5.9,9,28,38,5.7,34,35,6,37,27,1591,2,5,26,5820,40,50,13696,2407,872,23,91389,1169,36,37,145,8.5,No,13,85,8319
Ohio,Mercer,535,18,4.2,5.2,5,22,35,8.8,29,59,7,99,17,2411,19,14,43,5001,41,49,25031,6126,1265,8,111522,1459,49,29,136,9.6,No,9,89,21069
Ohio,Miami,1557,18,4.2,5.2,6,23,38,8.2,27,81,17,348,24,6516,53,53,138,4178,44,50,67783,15880,3783,11,113492,4594,128,107,426,9.8,No,10,84,50895
Ohio,Monroe,226,22,4.9,5.7,7,28,37,7,33,66,5,27,23,922,2,2,4,4663,41,41,9081,1638,606,21,90014,490,22,9,61,8,No,13,86,5332
Ohio,Montgomery,9690,21,4.4,5.2,9,22,37,7,30,91,95,3398,25,37048,519,304,1703,4185,44,50,330740,91692,21730,21,104716,38810,566,2081,3798,8.9,Yes,14,81,244081
Ohio,Morgan,277,25,5.3,6,6,29,41,6.6,35,11,5,51,28,1046,1,3,26,4918,47,40,9002,1694,620,20,77539,678,16,34,77,8.3,No,11,84,5815
Ohio,Morrow,510,20,4.5,5.5,7,25,40,8.6,32,22,12,99,21,2483,6,5,21,3988,46,49,21663,4331,1204,13,105355,1606,24,19,149,9.1,No,11,79,17509
Ohio,Muskingum,1490,21,4.8,5.7,8,26,39,6.9,31,70,13,406,32,5482,54,55,160,5152,48,50,52233,11041,3132,21,93444,5148,112,156,397,8.8,Yes,14,85,37953
Ohio,Noble,193,22,4.8,5.6,6,27,39,6.3,33,26,5,43,28,703,2,3,17,3961,37,48,9171,1111,449,16,92724,389,18,0,47,8.2,No,11,84,4308
Ohio,Ottawa,659,18,4.2,5.1,8,22,35,7.5,30,51,9,73,16,2098,17,17,39,3178,47,53,28079,5335,1886,10,112368,1912,55,39,161,9.3,Yes,9,87,18292
Ohio,Paulding,292,19,4.4,5.3,8,23,36,7.8,30,30,10,54,27,1189,4,4,10,4896,38,44,11663,2482,656,14,99133,1133,26,14,84,9,No,11,88,8204
Ohio,Perry,628,22,4.9,5.8,7,28,34,7.4,33,72,8,131,30,2319,9,11,56,5000,40,44,21696,4262,1339,17,95684,2244,31,40,168,8.7,No,13,86,14832
Ohio,Pickaway,991,20,4.4,5.3,7,24,40,8,29,76,23,186,22,3204,26,25,89,3963,44,49,35280,8243,1797,18,114308,2370,48,72,264,9.2,No,11,83,24346
Ohio,Pike,658,26,5.3,6,9,27,39,7,36,28,5,88,47,1924,8,13,268,1564,39,45,16177,3256,1025,25,95279,1445,21,23,204,8.5,No,15,84,10562
Ohio,Portage,2160,18,4.2,5.2,8,22,37,7.4,28,75,21,702,8,9786,60,77,366,3880,43,50,98133,23385,6229,12,116640,6981,136,178,555,7.3,No,13,82,80879
Ohio,Preble,709,19,4.3,5.4,9,23,38,8.2,30,36,10,103,23,2556,6,7,37,3644,41,48,26094,5224,1418,13,105844,1311,30,24,234,9.3,No,10,87,19190
Ohio,Putnam,356,17,4,5,6,19,37,8.6,28,35,4,66,14,1938,19,9,20,3243,50,55,21252,5372,1051,6,116815,1124,47,23,96,9.1,Yes,7,86,16960
Ohio,Richland,2117,21,4.6,5.4,8,25,40,6.8,33,65,10,648,33,7840,60,83,515,4478,42,44,74403,15895,4681,18,91768,7263,178,281,585,8.9,Yes,11,85,50450
Ohio,Ross,1473,23,4.8,5.6,9,27,42,7.1,33,63,13,271,34,4392,45,48,377,985,41,47,48441,10297,2839,19,97342,3680,78,192,482,8.8,No,13,84,30352
Ohio,Sandusky,940,20,4.4,5.2,7,22,38,8.1,29,65,16,228,27,3395,29,32,75,4201,46,53,37581,7929,2455,14,99675,3027,75,100,257,9.1,No,11,87,27519
Ohio,Scioto,1869,25,5.2,5.9,8,29,39,6.7,35,68,10,257,35,4836,44,27,471,5450,34,46,45127,8682,2546,27,89568,3743,78,143,589,7.1,No,15,88,26811
Ohio,Seneca,804,21,4.5,5.4,9,23,39,7.5,30,69,12,244,22,3089,19,23,81,4096,42,54,34332,7434,2220,13,94908,2822,80,81,237,9.1,Yes,11,82,25940
