State,County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation__Black/white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Georgia,Lamar,73.8,381,15,,15,12,52,2660,1670,,25,40,1709,36,83,,3.2,3,0,10344,0.73,55024,68,35,21,17,,13,16,,61,4779,796,77,19261,52.1,11150
Georgia,Lanier,75.4,183,,,17,13,19,1670,24,,16,40,1155,9,83,,3.1,3,0.01,11156,0.81,35215,86,23,27,3,,,,,2,2397,553,67,10737,49.9,7168
Georgia,Laurens,73.1,994,40,48,17,14,192,8030,4704,15,77,41,5174,160,87,10,2.8,2.9,0.19,10765,0.7,46690,89,41,21,34,12,36,51,,86,10809,2390,67,47512,52.6,27435
Georgia,Lee,75.4,440,20,,13,11,60,3220,1926,,38,37,2520,63,90,,3.3,3.6,0.01,9447,0.84,74640,46,26,15,14,,34,33,,54,8091,941,88,30234,49.9,10252
Georgia,Liberty,75.4,799,51,68,15,14,247,7990,10952,22,68,43,5495,289,88,10,2.9,2.7,0.02,11185,0.84,49788,69,24,23,30,8,63,59,,139,11059,3166,90,63004,49.4,14696
Georgia,Lincoln,77.9,139,,,16,13,16,1120,151,,11,41,906,12,88,,3.1,3.1,0.01,12301,0.69,47883,67,19,20,2,,,,,0,2374,478,55,8031,51.6,7996
Georgia,Long,80.7,208,11,,16,13,18,2690,38,,21,42,2587,30,87,38,3,2.9,0,9094,0.76,53841,74,18,18,5,,,10,,38,3768,518,85,20171,49.6,11765
Georgia,Lowndes,75.3,1677,88,117,16,14,622,17680,9031,27,97,40,14766,139,90,11,3,2.9,0.16,9939,0.75,48864,69,54,23,82,7,65,76,,179,22454,5702,69,118268,51.9,29716
Georgia,Lumpkin,77.5,466,15,,15,10,30,4180,77,22,44,36,4115,94,96,,3.2,3.2,0,11168,0.88,63822,46,80,18,12,,53,48,,34,8612,1739,87,34186,50.7,25154
Georgia,McDuffie,73.1,443,23,20,17,14,59,3380,37,16,31,42,2448,85,82,,2.6,2.6,0.05,10549,0.73,48392,85,46,23,16,13,12,28,,98,5603,923,71,21162,53.2,13335
Georgia,McIntosh,80.7,277,,,15,13,58,1990,850,10,25,42,1518,42,78,,2.5,2.6,0,12357,0.75,48097,85,22,20,5,,13,11,,28,5207,948,75,14387,51.6,10651
Georgia,Macon,73.2,281,15,,19,17,46,1990,33,,24,46,1370,79,88,,2.4,2.1,0,12887,0.72,35997,100,14,27,5,15,10,13,,35,2855,659,63,12712,44.7,7840
Georgia,Madison,75.6,504,17,20,15,11,42,4280,423,20,40,39,3909,26,32,,3.3,3.2,0.04,11617,0.78,50619,57,28,22,15,,36,29,,25,7789,1122,81,30457,50.8,25836
Georgia,Marion,76.3,185,,,17,14,12,1030,0,,14,41,1093,23,88,,2.9,2.5,0.01,11284,0.78,46792,92,58,21,3,,,,,0,2597,254,57,8516,50.9,8742
Georgia,Meriwether,73.3,484,14,,17,14,55,3500,268,12,40,43,2521,33,83,,2.7,2.5,0.02,11954,0.65,45095,92,31,25,8,14,17,23,,2,5455,902,68,21164,52.3,18316
Georgia,Miller,69.5,185,,,17,13,19,840,8,,18,41,634,285,83,,2.7,2.7,0,11755,0.68,51855,100,30,19,3,,,,,25,1556,184,54,5622,52.1,6125
Georgia,Mitchell,72.7,498,18,,18,16,93,3390,1867,,42,43,2629,46,88,,2.8,2.8,0.17,11616,0.7,38256,88,48,25,17,10,17,22,,38,5038,1108,78,21602,48.1,12809
Georgia,Monroe,76.6,488,22,,14,11,48,3370,378,,46,40,2481,21,86,22,3.3,3,0.01,12103,0.72,65599,54,29,15,17,7,37,39,,142,8333,1182,84,28042,50.3,21200
Georgia,Montgomery,74.9,171,,,16,13,18,1390,367,,15,40,1028,22,83,,2.7,2.7,0.01,12212,0.8,47074,95,36,20,3,,10,,,27,2304,237,80,9012,49.1,9005
Georgia,Morgan,77.1,324,,,13,10,34,1930,1962,,38,38,1901,36,91,,3.1,3.2,0.01,12744,0.79,68343,44,23,17,10,9,15,18,,62,5213,628,78,19636,52.1,13467
Georgia,Murray,75,718,25,,17,12,39,5730,2603,23,69,38,5971,67,95,,2.8,2.9,0.03,9323,0.72,58761,74,66,19,8,,30,18,15,32,10218,1050,80,40032,50.7,27790
Georgia,Muscogee,73.5,3504,154,217,15,14,1112,31170,19724,75,160,44,19174,220,86,9,2.8,2.5,0.15,10636,0.75,44959,75,59,25,136,16,130,257,54,413,36142,12486,82,196442,51.5,5654
Georgia,Newton,75.7,1676,79,73,14,13,390,12930,14360,47,133,42,13797,68,87,7,2.9,2.6,0.1,10865,0.85,62183,67,41,18,39,12,90,120,29,111,26713,5913,89,113295,52.8,31231
Georgia,Oconee,80.6,334,,,10,8,25,3060,1116,12,30,33,2694,151,98,,3.6,3.6,0.02,10297,0.75,104519,15,50,11,30,,28,20,,71,11374,999,92,41124,51.1,16508
Georgia,Oglethorpe,78.2,240,,,15,12,17,1800,373,,23,39,2066,33,98,,3,3.3,0,11530,0.74,55678,64,13,17,1,,15,14,,24,4230,667,71,15383,50.7,14788
Georgia,Paulding,78.5,1712,85,85,13,11,220,14390,19239,83,152,39,17901,43,89,8,3.1,3,0.05,10100,0.79,77755,41,36,20,59,5,118,107,,91,42675,5222,89,173359,51.3,28540
Georgia,Peach,73.3,570,14,20,16,14,135,3990,2920,17,47,43,3408,75,84,,2.8,2.6,0.09,10388,0.89,51531,75,41,22,16,6,20,22,,113,6456,1098,78,27950,52,10586
Georgia,Pickens,77.7,528,15,,14,10,29,3980,1683,11,35,36,3539,115,93,,3,3.1,0.01,12329,0.77,69781,51,57,14,13,,42,31,,34,9522,1013,88,33127,50.9,21515
Georgia,Pierce,73.3,387,10,,17,12,23,2990,639,11,28,38,2461,15,86,15,3.4,3.5,0.03,10434,0.75,51696,59,33,19,10,8,18,17,,38,5453,562,69,19522,50.4,14885
Georgia,Pike,75.1,325,10,,13,10,14,1840,1,,31,37,2014,26,94,,3.3,3.1,0.01,9575,0.84,64986,32,41,15,6,,17,14,,23,5223,459,80,19121,51,17684
Georgia,Polk,73.3,832,25,28,16,13,72,6230,5041,26,73,38,5407,47,82,11,2.8,2.7,0.09,9790,0.77,51040,85,29,19,14,8,45,54,7,127,10003,1739,80,42840,51.1,21327
Georgia,Pulaski,79,179,,,16,13,23,1840,194,,11,41,1031,80,88,,2.8,2.4,0.01,10851,0.96,44019,91,58,26,4,,,11,,35,2442,592,65,11191,56.8,8011
Georgia,Putnam,77.6,374,,,15,12,31,2730,2016,,38,40,2610,62,93,,3,3.2,0,13024,0.84,56104,98,55,20,11,,20,15,,21,7084,1472,79,22520,52,17175
Georgia,Quitman,70.6,75,,,19,15,10,340,35,,,43,276,88,,,1.9,2.1,0.01,18667,0.73,37735,100,,25,1,,,,,40,752,89,59,2271,52.4,1837
Georgia,Rabun,77.5,299,,,16,11,22,2680,14,11,25,37,2305,81,93,,3,2.9,0.01,14012,0.93,53038,60,,18,6,,20,17,,71,5186,1116,77,17273,51.3,12904
Georgia,Randolph,74.7,157,,,21,18,42,1270,1421,,15,46,699,75,83,,2.9,2.5,0.47,15299,0.65,36064,90,11,27,5,,,,,37,1351,403,74,6682,54,3908
Georgia,Richmond,73.2,3881,173,224,16,15,1501,31250,42202,173,221,43,20654,263,75,12,2.6,2.4,0.14,10254,0.84,43942,91,49,26,161,15,138,220,,347,37427,13160,80,202079,51.5,18483
Georgia,Rockdale,76.7,1314,51,71,14,13,407,8210,11367,41,85,43,10597,100,83,10,2.9,2.7,0.07,11633,1.02,61332,70,25,25,60,10,61,82,39,212,20936,4169,85,90939,53.1,12725
Georgia,Schley,80.3,73,,,15,12,6,740,14,,,40,533,115,93,,3.4,3.3,0,9850,0.94,53163,51,27,18,1,,,,,13,1435,244,74,5196,52,5010
Georgia,Screven,74,301,16,,17,14,47,2120,1423,,31,42,1477,36,83,,2.8,2.9,0,11022,0.68,44061,80,25,22,13,11,10,18,,10,3480,386,72,14012,50.7,11517
Georgia,Seminole,73.5,210,,,16,13,23,1420,572,,15,42,916,25,88,,3.2,2.8,0,11308,0.79,41778,100,46,23,5,,,,,32,2219,515,65,8060,52,5984
Georgia,Spalding,74.1,1361,36,50,16,13,212,9180,8108,30,93,42,8012,138,89,13,2.6,2.5,0.08,11023,0.83,51019,74,35,22,36,8,62,68,42,164,16438,3463,72,67414,52.1,26667
Georgia,Stephens,72.7,583,14,,15,11,50,3760,1397,,41,38,2865,119,91,,3.1,2.9,0.01,10595,0.82,46626,65,41,21,14,,34,25,,94,7274,993,75,26107,51.9,15329
Georgia,Stewart,73.8,123,,,20,19,72,1130,706,,11,44,681,149,,60,2.4,2.3,0.02,18704,1.19,40205,100,1,24,2,,,,,18,1300,222,55,6689,31,6058
Georgia,Sumter,73.5,574,19,21,17,15,132,4880,1712,11,27,43,3205,164,86,,2.4,2.3,0.14,11005,0.84,42653,99,23,22,17,14,21,30,,115,6588,1599,73,29282,53,13713
Georgia,Talbot,74.3,166,,,17,16,23,790,1103,,10,44,669,,,,2.2,2.1,,,0.87,44458,100,21,22,4,,,,,8,2269,273,61,6143,52.3,6445
Georgia,Taliaferro,,42,,,17,16,6,230,814,,,45,173,0,,,,,,29717,0.56,28004,98,,34,,,,,,14,506,98,53,1562,50.1,1717
Georgia,Tattnall,75.9,418,,,18,15,92,4000,1650,,42,41,2914,51,89,,2.6,2.7,0.01,10056,0.76,45191,90,37,21,11,8,25,18,,19,5607,712,78,25365,42.5,17414
Georgia,Taylor,75.6,176,,,19,15,33,1340,195,,19,42,879,62,78,,2.6,2.5,0.01,11294,0.74,38783,86,21,25,2,,,,,33,2181,701,66,8074,52.6,8906
Georgia,Telfair,76.9,279,15,,19,17,84,2900,3665,,23,43,1487,44,88,,2.9,3.1,0,11425,0.69,38161,96,31,25,4,,,14,,59,3149,310,49,15781,41.2,7753
Georgia,Terrell,72.6,193,,,19,17,46,1580,249,,20,44,988,23,88,,2.6,2.4,0.01,13049,0.71,39433,100,51,24,7,,,,,124,1878,498,70,8523,52.4,4849
Georgia,Thomas,74.7,827,32,34,15,13,171,6520,5555,13,63,41,5003,252,83,,2.9,2.7,0.08,11360,0.84,57969,82,38,17,29,,24,18,29,94,11054,2419,82,44372,52.5,20581
Georgia,Tift,73.7,741,24,26,16,14,178,6120,2301,10,48,41,5427,361,81,,3,3,0.02,10725,0.83,45093,100,54,25,37,10,19,34,28,188,9166,1989,68,40719,51.8,16361
Georgia,Toombs,73.3,547,19,23,17,14,87,4580,1436,12,50,38,3670,245,95,,2.8,2.9,0.08,10696,0.76,42165,92,33,23,28,10,19,30,,112,6135,1166,77,26973,52.7,13899
Georgia,Towns,79,207,,,14,10,7,1720,1,,24,37,1088,65,98,,3.3,3.1,0.02,15900,0.72,43640,62,,22,5,,,,,88,4027,735,80,12247,52.5,10471
Georgia,Treutlen,74.9,143,,,18,14,24,1350,1331,,,41,877,29,83,,3,3.1,0.01,10631,1.11,40834,100,38,23,4,,,,,9,1501,363,70,6822,49.9,4053
Georgia,Troup,74.4,1257,43,51,16,13,177,10720,2874,31,89,40,8349,113,87,13,2.6,2.8,0.08,11082,0.75,51799,68,39,22,45,10,51,75,38,134,14978,4087,77,70214,52.2,29700
Georgia,Turner,72.4,176,,,18,15,46,1480,744,,12,42,796,89,88,,2.9,2.8,0.01,12754,1.21,46042,100,56,21,5,,,,,48,2067,435,65,7882,51.8,4441
Georgia,Twiggs,71.4,224,,,17,14,15,1190,3,,14,44,908,12,,,2.7,2.5,0.01,13987,0.81,46444,91,49,21,2,,,,,10,2654,306,70,8103,51,9023
Georgia,Union,78.9,418,,,14,10,33,3220,359,17,18,36,2601,166,98,,3.5,3.3,0.01,12119,1,50653,51,,19,7,,35,29,,35,8016,1285,78,25358,51.5,21356
Georgia,Upson,71.2,698,16,,17,13,68,3960,2044,,35,42,2561,113,91,,2.7,2.8,0,10693,0.72,48233,85,37,20,11,7,24,21,65,106,6779,1372,72,26527,52.6,12737
Georgia,Walker,74.8,1392,33,30,16,11,114,10720,9434,47,76,40,7467,36,89,13,3,2.7,0.05,10814,0.86,49388,62,45,19,23,4,51,40,18,94,19193,2439,79,70116,50.9,30152
Georgia,Walton,76.2,1453,58,53,14,11,243,10220,9132,64,99,37,10172,94,90,6,3.2,3,0.06,10525,0.82,71390,46,48,16,40,4,87,76,27,89,24420,3657,86,96875,51.3,35734
Georgia,Ware,72.4,811,19,22,18,14,170,5950,4854,21,55,40,3967,226,86,,3.1,2.9,0.03,11214,0.87,39994,83,50,24,16,8,30,26,20,158,8693,1702,69,35826,50,10691
Georgia,Warren,73.1,139,,,19,17,21,810,72,,16,44,530,57,,,2.3,2.2,0.01,15081,0.71,40422,100,2,24,3,29,,,,1,1502,185,52,5232,53.4,5834
Georgia,Washington,74.5,411,,,17,15,46,3030,2741,,42,44,2042,69,90,21,2.7,2.5,0,10881,0.8,43309,86,23,22,12,7,13,15,,61,5147,1256,69,20150,48.8,13899
Georgia,Wayne,73.3,623,21,,17,13,93,4090,2517,16,47,40,3562,93,94,,3,2.9,0.03,10451,0.81,48885,70,47,20,13,7,31,25,,87,6586,908,75,30023,49,17439
Georgia,Webster,79.1,53,,,16,14,,370,31,,,42,290,0,,,3,2.3,0.01,13756,0.85,45381,90,5,21,,,,,,8,972,111,67,2595,50.8,2799
Georgia,Wheeler,78.3,107,,,18,15,29,1410,235,,14,43,558,39,88,,2.8,2.7,0,12127,1.48,36671,90,14,26,2,,,,,25,1231,150,47,7751,35.2,7421
Georgia,White,78.1,463,16,,14,10,21,3820,,21,38,35,3744,48,91,,3.4,3.3,0.03,11724,0.77,58831,52,75,16,13,,35,28,,24,8933,1068,77,31094,51.1,22745
Georgia,Whitfield,77.2,1392,46,49,16,13,149,13160,13742,46,96,37,17630,156,85,7,2.9,2.7,0.14,10844,0.86,56249,70,32,20,41,2,78,57,29,210,23988,3339,83,103837,50.3,29833
Georgia,Wilcox,75.2,170,,,17,15,49,1340,474,,,42,703,24,93,,2.8,3,0.01,12661,0.85,40856,88,23,23,3,,,,,19,1946,205,62,8502,40,9255
Georgia,Wilkes,75.2,219,,,17,15,21,1560,721,,12,42,1244,31,88,,2.8,2.8,0.01,12319,0.77,42071,94,24,23,6,,,10,,14,2635,609,48,9694,52.1,7136
Georgia,Wilkinson,73.2,203,,,17,14,12,1330,1092,,23,42,980,45,98,,2.6,2.7,0,12722,0.86,44068,89,15,22,4,,10,11,,13,2548,464,66,8812,51.8,9563
Georgia,Worth,74.2,432,,,16,13,64,3090,225,10,47,40,2454,50,74,18,3.2,3,0.01,9951,0.83,47907,100,36,20,7,,25,26,,89,5552,813,73,19972,52.3,14994
Hawaii,,82.3,14779,559,673,10,9,2387,162220,72883,729,748,43,45992,69,85,9,2.9,3,0.11,,0.84,86878,46,62,21,,3,984,276,,1174,282037,81247,87,1407006,49.9,109812
Hawaii,Hawaii,81,2634,73,85,13,10,399,26200,14978,67,166,42,7523,55,83,10,2.6,2.6,0.07,,0.94,70313,62,64,24,62,4,197,74,27,117,49721,10979,82,203340,50.5,70313
Hawaii,Honolulu,82.4,9650,397,491,10,10,1514,103120,44030,537,412,47,29292,75,86,7,3,3.1,0.12,,0.83,89584,41,52,21,324,2,563,149,11,1596,182360,56714,89,963826,49.7,8225
Hawaii,Kalawao,,,,,11,10,,10,,,,33,,0,,,,,,,0.67,,,,,,,,,,0,0,,97,87,52.9,90
Hawaii,Kauai,82.3,764,24,30,11,10,,7000,4957,41,47,38,2470,47,91,11,2.8,2.9,0.08,,0.79,80517,46,56,21,27,2,75,20,23,220,15178,3703,87,71851,50.5,8628
Hawaii,Maui,82.9,1731,65,67,11,9,292,17090,8918,84,123,40,6707,60,83,13,3,3,0.11,,0.83,80763,46,69,20,70,2,149,33,19,302,34778,9851,86,167902,50.4,22556
Idaho,,79.2,19254,837,785,12,9,1234,179580,124160,802,1607,33,165741,122,81,7,3.1,3,0.14,7994,0.75,62603,37,81,20,,2,1944,1392,,262,459428,67600,86,1826913,49.9,461212
Idaho,Ada,80.8,4224,156,149,11,9,156,40370,24478,241,253,33,34459,175,77,3,3.3,3.2,0.05,7903,0.77,73324,25,72,19,140,1,465,303,,451,126138,18590,88,494399,49.9,21471
Idaho,Adams,80.9,65,,,13,9,,550,342,,,35,433,67,,,2.4,2.4,0.13,11082,0.8,49967,44,,21,,,,,,72,1421,137,73,4447,48.1,3976
Idaho,Bannock,76.9,1106,43,45,14,10,20,10390,9615,60,71,34,7884,152,93,7,3.2,3.1,0.08,7076,0.73,54538,36,76,19,23,2,124,82,,326,21681,3323,86,88795,50.2,13030
Idaho,Bear Lake,78.3,73,,,14,9,0,710,363,,,35,446,98,88,,2.8,2.9,,7593,0.52,55689,41,,18,2,,11,,,83,1927,178,87,6143,49.9,5986
Idaho,Benewah,74.8,167,,,15,10,,1390,858,,13,36,946,85,87,,2.5,2.4,0.31,12208,0.74,53014,57,,22,3,,13,11,,18,2627,283,77,9430,49.1,6677
Idaho,Bingham,76.7,602,25,26,14,11,11,4310,5258,15,60,35,4909,87,89,11,2.9,3,0.15,7382,0.73,65658,43,,16,5,4,54,39,,77,12216,1177,86,47202,50,25554
Idaho,Blaine,85.2,176,,,12,9,8,1980,605,,18,31,3037,47,85,,3.1,3.1,0.04,15661,1.04,76301,28,,19,7,,15,12,,135,6039,1035,90,23426,50.2,7004
Idaho,Boise,81.8,115,,,12,9,,740,973,,12,34,628,50,,,3.2,3.3,0.07,11312,0.6,55583,43,,26,1,,15,12,,23,2771,344,82,8065,48.4,7028
Idaho,Bonner,79.6,614,21,21,14,9,15,5440,1196,17,51,31,4017,58,86,,3.1,2.9,0.04,10261,0.66,55241,36,,26,13,3,64,55,,104,13706,2490,80,46817,49.9,29614
Idaho,Bonneville,77.2,1347,83,85,13,9,14,10880,11887,73,86,35,9598,156,78,10,3,2.9,0.05,7077,0.63,67294,34,81,21,37,2,145,103,,271,28568,4062,90,122134,50.1,13500
Idaho,Boundary,79.5,183,,,15,10,,1590,399,,15,34,1350,63,73,,2.9,2.7,0.03,8741,0.7,52193,50,,22,1,,17,12,,96,3505,486,80,12656,49.5,8359
Idaho,Butte,77.1,49,,,15,10,0,310,221,,,35,174,113,,,3.1,3.2,,9226,0.76,52081,38,,20,,,,,,45,762,94,82,2646,49,2891
Idaho,Camas,,23,,,15,10,0,120,497,,,36,81,177,,,,,,13333,0.84,59409,43,,17,,,,,,10,295,58,76,1130,49.1,1117
Idaho,Canyon,78.7,2384,124,114,15,12,61,22100,14042,75,221,35,26151,84,77,9,3,2.9,0.08,7729,0.76,57886,52,86,20,50,2,214,159,,282,54415,6993,88,237053,50.3,37535
Idaho,Caribou,78.7,79,,,13,9,0,630,96,,,34,519,28,,,3,2.8,0.04,9426,0.55,63719,35,,16,2,,12,11,,37,2000,137,88,7123,49.3,4170
Idaho,Cassia,77.5,282,19,,15,11,,2300,2056,12,41,35,2891,95,84,,3,3,0.05,7772,0.64,64591,47,,18,8,,25,16,,117,5414,642,87,24277,49,11823
Idaho,Clark,,,,,17,13,0,60,498,,,36,171,0,,,,,0.01,20339,0.71,52182,68,,20,,,,,,20,181,9,77,852,47.9,982
Idaho,Clearwater,79.4,136,,,14,10,6,1220,302,,17,36,746,68,58,,3.1,3.3,,12711,0.75,45377,44,,26,4,,15,16,,37,2694,296,78,8846,44.6,5135
Idaho,Custer,79,70,,,14,9,0,640,362,,10,34,390,188,,,,,0.04,10701,0.6,53278,42,,27,,,,,,13,1506,226,82,4249,47.7,4368
Idaho,Elmore,78.1,321,13,,15,11,9,3270,3825,12,35,36,3033,106,62,,2.8,2.7,0.04,8179,0.8,49450,42,26,24,11,,30,23,,143,6635,850,85,27448,47.7,7269
Idaho,Franklin,79.2,124,16,,13,9,,1230,167,,21,36,1310,28,89,,3.2,3.2,0.03,6692,0.72,65396,40,,18,,,16,12,,46,3713,374,89,14215,48.9,8463
Idaho,Fremont,79.7,130,10,,14,10,0,1250,1954,,15,35,1545,30,98,10,2.9,2.9,0.03,7773,0.75,58658,48,,18,,,10,,,74,3627,337,84,13218,47.6,9540
Idaho,Gem,77,281,,,15,10,5,2340,1626,11,24,35,1807,70,83,,2.7,2.6,0.02,8002,0.7,60526,45,,19,3,,33,23,,70,5149,544,82,18703,49.8,7527
Idaho,Gooding,78.5,181,,,15,11,6,1580,47,,29,34,2127,83,77,,2.6,2.5,0.07,10019,0.66,57728,59,,18,3,,15,16,,19,3912,386,77,15618,49,8982
Idaho,Idaho,80,247,,,15,10,,2270,1339,,40,34,1618,83,79,,2.9,3.1,0.05,10501,0.78,51201,40,,20,8,,28,23,,14,5008,580,76,16823,47.5,13117
Idaho,Jefferson,79.5,262,19,,13,9,,1890,2773,,25,34,2975,46,86,,2.9,3,0.05,7966,0.67,66806,33,,15,4,,24,16,,74,7162,612,91,30581,48.8,17412
Idaho,Jerome,79.4,229,,20,16,12,5,2530,2642,,43,34,3776,33,75,,2.7,2.6,0.01,7767,0.72,57342,58,,18,8,,19,22,,62,5449,742,80,24578,48.5,11482
Idaho,Kootenai,79.1,1888,66,60,13,9,44,16960,10103,81,105,35,14834,130,82,8,3.3,3.2,0.02,10750,0.77,66959,31,86,18,49,3,176,117,,259,45958,7256,87,170628,50.5,33577
Idaho,Latah,82.8,306,15,22,13,9,13,4520,1716,15,29,32,3150,61,85,,3.4,3.4,0.06,12370,0.8,59834,27,68,24,16,,30,20,,310,8720,2360,87,40830,49.1,13032
Idaho,Lemhi,77.4,143,,,14,9,,960,934,,16,36,659,62,68,,2.9,2.8,0.07,8111,0.58,48908,43,,24,1,,15,14,,41,2931,467,81,8054,49.7,4852
Idaho,Lewis,76.3,72,,,16,11,,620,622,,,36,372,78,,,2.9,3.1,0.07,13965,0.71,52255,53,,27,2,,,,,45,1230,150,69,3838,49.6,3821
Idaho,Lincoln,76.2,72,,,16,12,,520,2176,,13,35,785,56,,,2.7,2.9,0.08,10565,0.59,58806,61,,17,,,,,,43,1250,144,75,5358,48.4,5208
Idaho,Madison,79.4,188,22,20,16,11,,4930,4466,,11,35,3024,104,94,,3.2,,0.03,6743,0.59,53727,33,,19,5,,19,13,,301,4944,2431,76,40318,49.1,10684
Idaho,Minidoka,77.5,241,16,,15,12,,2130,3541,10,28,36,2703,42,74,,3,2.9,0.02,7825,0.63,56022,57,,18,3,,26,16,,65,5292,662,82,21216,50,8875
Idaho,Nez Perce,77.1,580,16,,14,10,6,4540,2842,20,45,34,3400,186,80,10,2.9,2.9,0.28,12510,0.73,57839,34,,20,14,4,46,40,,172,12077,2429,82,40755,50.7,7525
Idaho,Oneida,78.4,51,,,13,9,0,450,227,,,33,378,155,88,,2.9,3.1,0.01,5345,0.72,69357,9,,17,1,,,,,18,1406,125,89,4520,49.9,4286
Idaho,Owyhee,77.7,169,,,16,12,,1360,1197,,23,36,1898,49,93,,2.5,2.6,0.03,9953,0.75,53910,58,,22,2,,14,13,,35,3185,312,77,12133,49.1,8909
Idaho,Payette,77.2,342,21,,15,10,,2600,1638,10,19,33,2715,149,91,,2.9,2.8,0.03,7216,0.94,60177,49,,19,5,,35,24,,186,6423,741,82,24771,49.9,9653
Idaho,Power,78.1,96,,,15,12,,720,459,,12,34,985,52,88,,3.2,3,0.1,10887,0.88,45404,61,,23,2,,11,,,40,1780,132,85,7643,49.6,3329
Idaho,Shoshone,75.9,244,,,17,11,5,2230,528,,22,36,1250,54,90,19,3.2,3.4,0.03,15314,0.49,44336,49,,26,1,,22,15,,208,3909,456,77,12911,49.6,7153
Idaho,Teton,83.5,80,,,11,8,0,570,227,,14,31,1434,80,93,,2.9,2.7,0.02,9155,1.03,74935,34,,19,2,,,,,0,3350,394,91,12501,47.8,10170
Idaho,Twin Falls,77.2,1064,47,32,14,11,14,9190,3641,68,101,35,9023,127,81,8,2.9,2.9,0.07,8389,0.74,54995,43,78,19,25,3,114,73,,181,22107,3548,86,88411,50.7,21617
Idaho,Valley,85,101,,,12,8,0,990,744,,14,33,1006,68,87,,3.6,3.4,0.03,11583,0.64,62600,26,,23,3,,14,11,,63,3248,457,87,11792,48.6,9862
Idaho,Washington,78.2,143,,,16,11,0,1250,678,,12,35,1104,58,86,,3,3,0.06,12989,0.68,49186,52,,21,1,,10,,,99,3097,551,78,10360,50.2,4647
Illinois,,78.6,155530,5590,6363,11,10,35841,1211410,619801,9061,7905,34,803964,99,,6,3,2.9,0.37,15786,0.79,71243,49,72,25,,8,7171,7527,8,630,3237778,661607,85,12587530,50.9,1477079
Illinois,Adams,77.8,936,30,35,12,9,43,7310,2149,31,46,34,2691,147,,7,2.8,2.7,0.06,11147,0.79,57434,52,52,24,5,4,59,36,8,202,19474,2388,81,64783,50.8,21875
Illinois,Alexander,70.5,160,,,16,13,15,1020,2329,,15,40,302,73,,,2,2.2,0.35,18016,0.7,38315,99,54,38,2,25,,,0,64,1685,312,60,5497,51.4,5096
Illinois,Bond,78.4,217,,,13,10,15,1770,1606,12,22,35,722,80,,,3,3.1,0.05,11354,0.69,58209,48,53,25,3,,,,4,45,4662,484,78,16262,47.8,10792
Illinois,Boone,79.3,586,18,,12,10,21,4650,4032,26,41,34,3261,23,,,2.7,2.6,0.04,14871,0.66,82318,45,42,21,7,,23,17,19,132,15499,2233,88,52777,50,10488
Illinois,Brown,78.9,69,,,13,11,8,560,718,,,37,131,61,,,3,2.9,,14596,0.86,52277,47,,25,,,,,0,44,1601,83,77,6546,35.5,2849
Illinois,Bureau,78.1,491,,,12,10,20,3550,3426,13,55,33,1561,93,,7,3.1,3,0.2,14684,0.64,57728,50,,23,3,,27,13,0,58,10393,1170,82,32303,50.9,20074
Illinois,Calhoun,80.4,56,,,13,9,,580,268,,,35,213,65,,,3.5,3.3,,15413,0.92,61648,37,,19,2,,,,,0,1473,117,73,4616,49.9,5089
Illinois,Carroll,78.1,247,,,12,9,8,1500,690,,22,34,672,28,,,3.3,3.4,0.03,14996,0.69,53965,44,,21,3,,,,0,46,4935,433,83,14241,50.1,12598
Illinois,Cass,76.4,169,,,14,11,,1300,465,,21,36,849,67,,,2.6,2.6,0.22,12610,0.78,54205,78,59,27,2,,13,,6,72,3820,338,80,11925,50,7112
Illinois,Champaign,80.1,1879,116,120,12,10,381,23510,9680,131,123,35,10576,158,,3,2.8,2.8,0.19,14204,0.84,64387,52,49,25,42,4,130,80,9,358,44088,12761,84,209192,50.4,25558
Illinois,Christian,76.5,533,13,,13,10,29,3730,677,12,36,36,1463,56,,,3,2.9,0.05,12438,0.72,56656,49,76,25,5,,36,18,11,103,10329,1070,79,32075,49,15121
Illinois,Clark,76.1,260,,,13,9,10,1790,1596,,26,35,676,26,,,3,3,0.05,12098,0.73,59633,43,,22,4,,19,11,,39,5243,423,79,15268,50.6,9726
Illinois,Clay,76.5,220,,,14,10,6,1860,775,,15,35,630,99,,,3,3.1,0.05,9590,0.63,59602,51,,19,2,,,,17,30,4164,381,82,13079,50.7,8943
